Pavilion,Module,Item,Sub Item,Requirement,Technical Note,Role Description,Implementation Level,Verified,Urgent,Last Updated,Owner Team,Estimated Resolution Time,Operational Status
SOFA 2026 Pavilion B - Artist Alley,Branding Installation,Cable protection,Control point,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Operational audit analyst,Implemented,No,No,2026-05-09T15:09,Safety Review,57 hours,Blocked
SOFA 2026 Pavilion C - Esports Arena,Queue Management,Cable protection,Secondary aisle,Check verification workflow status,Simulated note: field observation added for audit traceability.,Implementation tracker,Planned,No,No,2026-04-04T01:37,Exhibitor Services,36 hours,Blocked
SOFA 2026 Pavilion D - Maker Lab,Branding Installation,Cable protection,,Document operational audit evidence,Simulated note: field observation added for audit traceability.,Implementation tracker,Implemented,No,No,2026-05-28T19:09,Safety Review,19 hours,Blocked
SOFA 2026 Pavilion E - Retail Corridor,Queue Management,Stand readiness,Main aisle,Review sparse hierarchy assignment,Simulated note: dependency requires module-level review.,Field operations lead,In Progress,Yes,No,2026-05-04T10:27,Exhibitor Services,24 hours,Complete
SOFA 2026 Pavilion F - Food Court,Queue Management,Equipment reception,Storage corner,Review sparse hierarchy assignment,Simulated note: dependency requires module-level review.,Logistics support team,Planned,No,No,2026-04-02T09:23,Exhibitor Services,58 hours,On Track
SOFA 2026 Pavilion G - Auditorium,Branding Installation,Stand readiness,Zone marker,Align role description with owner team,Simulated note: dependency requires module-level review.,Logistics support team,Implemented,No,No,2026-04-26T05:19,Operations Control,35 hours,Blocked
SOFA 2026 Pavilion A - Immersive Experiences,Branding Installation,Emergency corridor clearance,Secondary aisle,Update technical note for field team,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Implemented,Yes,No,2026-05-06T02:56,Safety Review,36 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Branding Installation,Equipment reception,Storage corner,Review sparse hierarchy assignment,Simulated note: no production source connected in this public dataset.,Logistics support team,Planned,No,No,2026-06-01T13:26,Exhibitor Services,18 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Branding Installation,Equipment reception,Control point,Confirm implementation tracking milestone,Simulated note: pending site confirmation with operations lead.,Verification reviewer,In Progress,No,No,2026-04-27T17:44,Safety Review,28 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Branding Installation,Floor plan validation,,Review sparse hierarchy assignment,Simulated note: verification can proceed after handoff evidence.,Logistics support team,In Progress,No,Yes,2026-05-03T02:22,Exhibitor Services,20 hours,Blocked
SOFA 2026 Pavilion E - Retail Corridor,Branding Installation,Equipment reception,,Resolve urgent requirement before pavilion handoff,Simulated note: pending site confirmation with operations lead.,Operational audit analyst,Implemented,No,No,2026-06-01T06:54,Infrastructure,62 hours,Complete
SOFA 2026 Pavilion F - Food Court,Branding Installation,Floor plan validation,Main aisle,Resolve urgent requirement before pavilion handoff,Simulated note: no production source connected in this public dataset.,Field operations lead,Planned,No,No,2026-06-11T16:27,Technical Production,72 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Queue Management,Stand readiness,,Update technical note for field team,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,Planned,No,No,2026-04-06T08:57,Technical Production,36 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Access Control,Floor plan validation,Back wall,Check verification workflow status,Simulated note: dependency requires module-level review.,Logistics support team,In Progress,No,No,2026-06-08T09:52,Exhibitor Services,2 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Inventory Handoff,Stand readiness,Storage corner,Validate logistics dashboard record consistency,Simulated note: field observation added for audit traceability.,Verification reviewer,Implemented,Yes,No,2026-06-05T10:32,Operations Control,29 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Access Control,Floor plan validation,Public-facing desk,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Field operations lead,Implemented,No,No,2026-04-16T14:49,Exhibitor Services,18 hours,Pending Verification
SOFA 2026 Pavilion D - Maker Lab,Inventory Handoff,Floor plan validation,Back wall,Resolve urgent requirement before pavilion handoff,Simulated note: dependency requires module-level review.,Verification reviewer,In Progress,No,No,2026-05-25T14:11,Exhibitor Services,40 hours,At Risk
SOFA 2026 Pavilion E - Retail Corridor,Access Control,Power drop mapping,Public-facing desk,Align role description with owner team,Simulated note: verification can proceed after handoff evidence.,Field operations lead,In Progress,No,No,2026-05-25T13:54,Exhibitor Services,3 hours,On Track
SOFA 2026 Pavilion F - Food Court,Inventory Handoff,Power drop mapping,Control point,Update technical note for field team,Simulated note: field observation added for audit traceability.,Pavilion coordinator,Implemented,No,No,2026-04-16T15:39,Operations Control,65 hours,Blocked
SOFA 2026 Pavilion G - Auditorium,Branding Installation,Power drop mapping,Public-facing desk,Validate logistics dashboard record consistency,Simulated note: field observation added for audit traceability.,Pavilion coordinator,Planned,No,No,2026-05-20T00:32,Exhibitor Services,17 hours,Pending Verification
SOFA 2026 Pavilion A - Immersive Experiences,Access Control,Cable protection,Control point,Validate logistics dashboard record consistency,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Planned,No,No,2026-06-04T19:54,Safety Review,4 hours,Pending Verification
SOFA 2026 Pavilion B - Artist Alley,Electrical Layout,Power drop mapping,Main aisle,Confirm implementation tracking milestone,Simulated note: dependency requires module-level review.,Field operations lead,Implemented,No,No,2026-05-05T06:42,Infrastructure,12 hours,At Risk
SOFA 2026 Pavilion C - Esports Arena,Inventory Handoff,Directional signage,Main aisle,Resolve urgent requirement before pavilion handoff,Simulated note: dependency requires module-level review.,Pavilion coordinator,Implemented,No,No,2026-06-11T05:41,Exhibitor Services,26 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Electrical Layout,Table and chair setup,Main aisle,Check verification workflow status,Simulated note: pending site confirmation with operations lead.,Operational audit analyst,In Progress,Yes,No,2026-04-04T16:00,Exhibitor Services,20 hours,Complete
SOFA 2026 Pavilion E - Retail Corridor,Inventory Handoff,Emergency corridor clearance,Main aisle,Align role description with owner team,Simulated note: verification can proceed after handoff evidence.,Field operations lead,Verified,Yes,No,2026-05-26T15:42,Operations Control,54 hours,Complete
SOFA 2026 Pavilion F - Food Court,Electrical Layout,Credential checkpoint,Zone marker,Check verification workflow status,Simulated note: no production source connected in this public dataset.,Logistics support team,Implemented,Yes,Yes,2026-06-09T18:04,Venue Logistics,58 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Inventory Handoff,Table and chair setup,Public-facing desk,Resolve urgent requirement before pavilion handoff,Simulated note: pending site confirmation with operations lead.,Pavilion coordinator,Planned,No,No,2026-05-06T03:30,Safety Review,51 hours,Blocked
SOFA 2026 Pavilion A - Immersive Experiences,Access Control,Credential checkpoint,,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Operational audit analyst,In Progress,No,No,2026-05-29T19:09,Exhibitor Services,19 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Access Control,Cable protection,,Update technical note for field team,Simulated note: verification can proceed after handoff evidence.,Implementation tracker,Implemented,No,No,2026-04-28T15:36,Operations Control,17 hours,At Risk
SOFA 2026 Pavilion C - Esports Arena,Furniture Deployment,Cable protection,Public-facing desk,Check verification workflow status,Simulated note: dependency requires module-level review.,Field operations lead,In Progress,No,No,2026-05-17T05:11,Safety Review,71 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Furniture Deployment,Cable protection,,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Logistics support team,Implemented,No,Yes,2026-05-10T16:55,Operations Control,39 hours,Pending Verification
SOFA 2026 Pavilion E - Retail Corridor,Furniture Deployment,Credential checkpoint,,Check verification workflow status,Simulated note: dependency requires module-level review.,Implementation tracker,In Progress,No,No,2026-04-27T22:37,Venue Logistics,40 hours,At Risk
SOFA 2026 Pavilion F - Food Court,Electrical Layout,Credential checkpoint,Storage corner,Document operational audit evidence,Simulated note: verification can proceed after handoff evidence.,Implementation tracker,In Progress,No,No,2026-04-09T18:22,Technical Production,70 hours,Pending Verification
SOFA 2026 Pavilion G - Auditorium,Access Control,Emergency corridor clearance,Secondary aisle,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Operational audit analyst,In Progress,No,No,2026-05-22T15:22,Exhibitor Services,44 hours,At Risk
SOFA 2026 Pavilion A - Immersive Experiences,Electrical Layout,Credential checkpoint,Storage corner,Document operational audit evidence,Simulated note: field observation added for audit traceability.,Field operations lead,Verified,Yes,Yes,2026-05-26T09:32,Exhibitor Services,11 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Signal Routing,Operational briefing,Secondary aisle,Align role description with owner team,Simulated note: field observation added for audit traceability.,Logistics support team,Implemented,No,No,2026-05-12T13:40,Exhibitor Services,55 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,,Operational briefing,Public-facing desk,Update technical note for field team,Simulated note: pending site confirmation with operations lead.,Pavilion coordinator,In Progress,No,No,2026-04-25T03:40,Exhibitor Services,30 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Furniture Deployment,Credential checkpoint,Back wall,Confirm implementation tracking milestone,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Planned,No,No,2026-04-16T17:18,Safety Review,13 hours,On Track
SOFA 2026 Pavilion E - Retail Corridor,Signal Routing,Operational briefing,Secondary aisle,Document operational audit evidence,Simulated note: field observation added for audit traceability.,Logistics support team,Planned,Yes,Yes,2026-04-17T05:27,Venue Logistics,46 hours,Complete
SOFA 2026 Pavilion F - Food Court,Signal Routing,Stand readiness,Main aisle,Resolve urgent requirement before pavilion handoff,Simulated note: no production source connected in this public dataset.,Field operations lead,Implemented,No,No,2026-06-05T04:21,Venue Logistics,35 hours,At Risk
SOFA 2026 Pavilion G - Auditorium,Electrical Layout,Floor plan validation,,Update technical note for field team,Simulated note: pending site confirmation with operations lead.,Field operations lead,Verified,Yes,No,2026-05-11T15:46,Infrastructure,30 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,,Operational briefing,Back wall,Document operational audit evidence,Simulated note: verification can proceed after handoff evidence.,Field operations lead,In Progress,No,No,2026-06-06T23:38,Technical Production,12 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Furniture Deployment,Stand readiness,Storage corner,Align role description with owner team,Simulated note: pending site confirmation with operations lead.,Operational audit analyst,Not Started,Yes,No,2026-06-05T11:08,Infrastructure,33 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Safety Inspection,Power drop mapping,Control point,Update technical note for field team,Simulated note: field observation added for audit traceability.,Verification reviewer,In Progress,No,Yes,2026-04-05T16:16,Safety Review,46 hours,Blocked
SOFA 2026 Pavilion D - Maker Lab,Safety Inspection,Floor plan validation,Zone marker,Confirm implementation tracking milestone,Simulated note: verification can proceed after handoff evidence.,Pavilion coordinator,Planned,Yes,Yes,2026-05-15T22:31,Operations Control,27 hours,Complete
SOFA 2026 Pavilion E - Retail Corridor,Safety Inspection,Table and chair setup,Main aisle,Review sparse hierarchy assignment,Simulated note: verification can proceed after handoff evidence.,Pavilion coordinator,In Progress,No,Yes,2026-04-18T16:26,Operations Control,16 hours,On Track
SOFA 2026 Pavilion F - Food Court,Signal Routing,Table and chair setup,Main aisle,Update technical note for field team,Simulated note: no production source connected in this public dataset.,Operational audit analyst,Not Started,No,No,2026-05-11T16:22,Exhibitor Services,71 hours,On Track
SOFA 2026 Pavilion G - Auditorium,Signal Routing,Power drop mapping,Storage corner,Review sparse hierarchy assignment,Simulated note: verification can proceed after handoff evidence.,Field operations lead,Planned,Yes,No,2026-05-23T23:17,Safety Review,54 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Queue Management,Equipment reception,,Review sparse hierarchy assignment,Simulated note: dependency requires module-level review.,Verification reviewer,Planned,Yes,No,2026-05-29T04:08,Exhibitor Services,27 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Signal Routing,Table and chair setup,Storage corner,Confirm implementation tracking milestone,Simulated note: field observation added for audit traceability.,Logistics support team,Planned,No,Yes,2026-04-27T23:04,Exhibitor Services,55 hours,On Track
SOFA 2026 Pavilion C - Esports Arena,Safety Inspection,Table and chair setup,Main aisle,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Implementation tracker,In Progress,No,No,2026-05-14T23:42,Technical Production,27 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Queue Management,Table and chair setup,Public-facing desk,Validate logistics dashboard record consistency,Simulated note: field observation added for audit traceability.,Pavilion coordinator,Implemented,No,No,2026-04-02T01:17,Exhibitor Services,24 hours,On Track
SOFA 2026 Pavilion E - Retail Corridor,Safety Inspection,Directional signage,Back wall,Resolve urgent requirement before pavilion handoff,Simulated note: field observation added for audit traceability.,Pavilion coordinator,Implemented,No,No,2026-05-19T01:55,Exhibitor Services,35 hours,Pending Verification
SOFA 2026 Pavilion F - Food Court,Safety Inspection,Power drop mapping,Zone marker,Check verification workflow status,Simulated note: no production source connected in this public dataset.,Logistics support team,Implemented,No,No,2026-06-15T02:44,Safety Review,32 hours,Pending Verification
SOFA 2026 Pavilion G - Auditorium,Queue Management,Table and chair setup,Back wall,Document operational audit evidence,Simulated note: verification can proceed after handoff evidence.,Operational audit analyst,Implemented,No,Yes,2026-06-14T17:13,Safety Review,12 hours,At Risk
SOFA 2026 Pavilion A - Immersive Experiences,Safety Inspection,Cable protection,Control point,Document operational audit evidence,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Implemented,No,Yes,2026-04-16T16:35,Safety Review,66 hours,Pending Verification
SOFA 2026 Pavilion B - Artist Alley,Branding Installation,Cable protection,Back wall,Validate logistics dashboard record consistency,Simulated note: verification can proceed after handoff evidence.,Operational audit analyst,Implemented,No,No,2026-05-22T08:40,Technical Production,36 hours,On Track
SOFA 2026 Pavilion C - Esports Arena,Safety Inspection,Table and chair setup,Main aisle,Align role description with owner team,Simulated note: dependency requires module-level review.,Field operations lead,Implemented,No,Yes,2026-05-08T12:28,Infrastructure,58 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Branding Installation,Emergency corridor clearance,Secondary aisle,Align role description with owner team,Simulated note: no production source connected in this public dataset.,Verification reviewer,In Progress,No,No,2026-04-20T10:55,Venue Logistics,42 hours,Pending Verification
SOFA 2026 Pavilion E - Retail Corridor,Queue Management,Credential checkpoint,Public-facing desk,Check verification workflow status,Simulated note: field observation added for audit traceability.,Verification reviewer,Planned,No,No,2026-04-23T21:42,Operations Control,9 hours,Pending Verification
SOFA 2026 Pavilion F - Food Court,Queue Management,Credential checkpoint,Back wall,Resolve urgent requirement before pavilion handoff,Simulated note: pending site confirmation with operations lead.,Pavilion coordinator,Verified,Yes,No,2026-05-29T02:26,Exhibitor Services,43 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Safety Inspection,Operational briefing,Secondary aisle,Validate logistics dashboard record consistency,Simulated note: dependency requires module-level review.,Field operations lead,In Progress,No,No,2026-04-19T16:35,Infrastructure,16 hours,Blocked
SOFA 2026 Pavilion A - Immersive Experiences,Queue Management,Stand readiness,Secondary aisle,Align role description with owner team,Simulated note: pending site confirmation with operations lead.,Verification reviewer,In Progress,Yes,No,2026-04-07T18:28,Venue Logistics,28 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Branding Installation,Operational briefing,Secondary aisle,Check verification workflow status,Simulated note: dependency requires module-level review.,Pavilion coordinator,Implemented,Yes,No,2026-04-25T07:09,Exhibitor Services,56 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,,Operational briefing,Storage corner,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Implementation tracker,Not Started,No,No,2026-06-05T20:51,Exhibitor Services,61 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Queue Management,Stand readiness,Control point,Align role description with owner team,Simulated note: pending site confirmation with operations lead.,Implementation tracker,In Progress,No,Yes,2026-04-03T13:26,Safety Review,20 hours,At Risk
SOFA 2026 Pavilion E - Retail Corridor,Inventory Handoff,Emergency corridor clearance,Public-facing desk,Check verification workflow status,Simulated note: dependency requires module-level review.,Logistics support team,In Progress,No,No,2026-06-02T02:50,Operations Control,50 hours,On Track
SOFA 2026 Pavilion F - Food Court,Branding Installation,Credential checkpoint,Main aisle,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Implementation tracker,Planned,No,Yes,2026-04-20T06:23,Technical Production,59 hours,Pending Verification
SOFA 2026 Pavilion G - Auditorium,Queue Management,Floor plan validation,,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Logistics support team,Verified,Yes,No,2026-06-02T10:30,Operations Control,28 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Access Control,Stand readiness,Zone marker,Check verification workflow status,Simulated note: dependency requires module-level review.,Field operations lead,Verified,Yes,No,2026-05-04T23:01,Safety Review,64 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Inventory Handoff,Equipment reception,Main aisle,Align role description with owner team,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Verified,Yes,No,2026-05-14T19:11,Exhibitor Services,72 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Branding Installation,Floor plan validation,,Align role description with owner team,Simulated note: verification can proceed after handoff evidence.,Logistics support team,Implemented,No,No,2026-04-08T17:14,Venue Logistics,71 hours,Pending Verification
SOFA 2026 Pavilion D - Maker Lab,Inventory Handoff,Stand readiness,Back wall,Align role description with owner team,Simulated note: no production source connected in this public dataset.,Operational audit analyst,In Progress,Yes,No,2026-04-14T10:12,Operations Control,60 hours,Complete
SOFA 2026 Pavilion E - Retail Corridor,Branding Installation,Table and chair setup,Secondary aisle,Review sparse hierarchy assignment,Simulated note: pending site confirmation with operations lead.,Implementation tracker,In Progress,No,No,2026-04-14T23:32,Infrastructure,11 hours,At Risk
SOFA 2026 Pavilion F - Food Court,Inventory Handoff,Power drop mapping,Zone marker,Check verification workflow status,Simulated note: verification can proceed after handoff evidence.,Field operations lead,Verified,Yes,Yes,2026-06-02T15:22,Operations Control,18 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Access Control,Equipment reception,Storage corner,Align role description with owner team,Simulated note: pending site confirmation with operations lead.,Operational audit analyst,Verified,Yes,No,2026-05-10T05:12,Exhibitor Services,19 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Access Control,Floor plan validation,,Check verification workflow status,Simulated note: no production source connected in this public dataset.,Field operations lead,Planned,No,No,2026-04-08T21:42,Exhibitor Services,65 hours,Pending Verification
SOFA 2026 Pavilion B - Artist Alley,Access Control,Table and chair setup,,Update technical note for field team,Simulated note: verification can proceed after handoff evidence.,Logistics support team,Implemented,Yes,Yes,2026-05-09T19:35,Safety Review,71 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Electrical Layout,Directional signage,Secondary aisle,Resolve urgent requirement before pavilion handoff,Simulated note: verification can proceed after handoff evidence.,Logistics support team,Not Started,No,No,2026-06-12T13:54,Technical Production,45 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Inventory Handoff,Floor plan validation,Main aisle,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Verification reviewer,In Progress,No,No,2026-05-27T11:42,Operations Control,4 hours,Pending Verification
SOFA 2026 Pavilion E - Retail Corridor,Inventory Handoff,Table and chair setup,,Resolve urgent requirement before pavilion handoff,Simulated note: no production source connected in this public dataset.,Implementation tracker,Planned,Yes,No,2026-04-19T02:08,Venue Logistics,39 hours,Complete
SOFA 2026 Pavilion F - Food Court,Electrical Layout,Cable protection,Public-facing desk,Update technical note for field team,Simulated note: field observation added for audit traceability.,Field operations lead,Implemented,Yes,No,2026-05-24T04:52,Exhibitor Services,15 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Access Control,Cable protection,,Align role description with owner team,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Planned,No,No,2026-04-23T15:48,Safety Review,17 hours,Pending Verification
SOFA 2026 Pavilion A - Immersive Experiences,Access Control,Cable protection,Control point,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,Planned,No,No,2026-05-24T23:55,Exhibitor Services,56 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Access Control,Emergency corridor clearance,Main aisle,Check verification workflow status,Simulated note: verification can proceed after handoff evidence.,Operational audit analyst,Planned,No,Yes,2026-04-05T14:12,Exhibitor Services,44 hours,On Track
SOFA 2026 Pavilion C - Esports Arena,Furniture Deployment,Cable protection,Back wall,Confirm implementation tracking milestone,Simulated note: no production source connected in this public dataset.,Implementation tracker,Verified,Yes,No,2026-06-15T19:44,Technical Production,65 hours,Complete
SOFA 2026 Pavilion D - Maker Lab,Electrical Layout,Credential checkpoint,Storage corner,Align role description with owner team,Simulated note: no production source connected in this public dataset.,Operational audit analyst,Verified,Yes,Yes,2026-06-10T23:09,Venue Logistics,6 hours,Complete
SOFA 2026 Pavilion E - Retail Corridor,Furniture Deployment,Emergency corridor clearance,Zone marker,Update technical note for field team,Simulated note: verification can proceed after handoff evidence.,Implementation tracker,Implemented,No,No,2026-05-14T05:05,Infrastructure,28 hours,On Track
SOFA 2026 Pavilion F - Food Court,Access Control,Credential checkpoint,Zone marker,Validate logistics dashboard record consistency,Simulated note: verification can proceed after handoff evidence.,Logistics support team,Implemented,No,Yes,2026-05-21T10:29,Operations Control,10 hours,At Risk
SOFA 2026 Pavilion G - Auditorium,Furniture Deployment,Directional signage,Back wall,Resolve urgent requirement before pavilion handoff,Simulated note: dependency requires module-level review.,Logistics support team,Verified,Yes,No,2026-04-07T20:32,Safety Review,64 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Electrical Layout,Credential checkpoint,Back wall,Align role description with owner team,Simulated note: field observation added for audit traceability.,Operational audit analyst,In Progress,No,No,2026-04-09T19:35,Technical Production,39 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Signal Routing,Operational briefing,Control point,Check verification workflow status,Simulated note: dependency requires module-level review.,Logistics support team,Implemented,Yes,No,2026-05-13T14:23,Operations Control,56 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Furniture Deployment,Credential checkpoint,Back wall,Confirm implementation tracking milestone,Simulated note: dependency requires module-level review.,Verification reviewer,In Progress,Yes,No,2026-04-29T20:37,Infrastructure,10 hours,Complete
SOFA 2026 Pavilion D - Maker Lab,Furniture Deployment,Emergency corridor clearance,Storage corner,Document operational audit evidence,Simulated note: dependency requires module-level review.,Operational audit analyst,Planned,No,No,2026-04-04T13:44,Safety Review,72 hours,On Track
SOFA 2026 Pavilion E - Retail Corridor,Signal Routing,Credential checkpoint,Secondary aisle,Document operational audit evidence,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,Planned,No,No,2026-05-30T02:48,Infrastructure,31 hours,Complete
SOFA 2026 Pavilion F - Food Court,Signal Routing,Operational briefing,,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Implementation tracker,Implemented,Yes,Yes,2026-05-09T13:08,Safety Review,68 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Electrical Layout,Operational briefing,Main aisle,Update technical note for field team,Simulated note: dependency requires module-level review.,Pavilion coordinator,Not Started,No,Yes,2026-05-14T00:02,Venue Logistics,63 hours,At Risk
SOFA 2026 Pavilion A - Immersive Experiences,Safety Inspection,Floor plan validation,Back wall,Document operational audit evidence,Simulated note: pending site confirmation with operations lead.,Verification reviewer,Planned,No,No,2026-05-28T09:23,Venue Logistics,46 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Signal Routing,Credential checkpoint,Control point,Validate logistics dashboard record consistency,Simulated note: field observation added for audit traceability.,Verification reviewer,In Progress,No,No,2026-04-18T13:25,Exhibitor Services,28 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Signal Routing,Equipment reception,,Review sparse hierarchy assignment,Simulated note: no production source connected in this public dataset.,Operational audit analyst,In Progress,No,Yes,2026-06-09T07:27,Safety Review,27 hours,At Risk
SOFA 2026 Pavilion D - Maker Lab,Signal Routing,Power drop mapping,Secondary aisle,Check verification workflow status,Simulated note: dependency requires module-level review.,Operational audit analyst,Implemented,Yes,No,2026-05-23T09:32,Technical Production,24 hours,Complete
SOFA 2026 Pavilion E - Retail Corridor,Safety Inspection,Equipment reception,,Validate logistics dashboard record consistency,Simulated note: verification can proceed after handoff evidence.,Operational audit analyst,In Progress,No,No,2026-04-24T06:05,Venue Logistics,12 hours,On Track
SOFA 2026 Pavilion F - Food Court,Furniture Deployment,Power drop mapping,Zone marker,Review sparse hierarchy assignment,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,Implemented,No,No,2026-04-26T00:19,Exhibitor Services,63 hours,Blocked
SOFA 2026 Pavilion G - Auditorium,Signal Routing,Power drop mapping,Public-facing desk,Document operational audit evidence,Simulated note: field observation added for audit traceability.,Verification reviewer,Implemented,No,Yes,2026-04-08T14:11,Operations Control,50 hours,At Risk
SOFA 2026 Pavilion A - Immersive Experiences,Safety Inspection,Equipment reception,,Update technical note for field team,Simulated note: pending site confirmation with operations lead.,Field operations lead,In Progress,No,Yes,2026-04-25T02:12,Venue Logistics,57 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Safety Inspection,Equipment reception,Control point,Confirm implementation tracking milestone,Simulated note: no production source connected in this public dataset.,Operational audit analyst,In Progress,Yes,No,2026-04-09T06:45,Infrastructure,54 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Signal Routing,Power drop mapping,Public-facing desk,Validate logistics dashboard record consistency,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,In Progress,No,No,2026-04-14T13:53,Venue Logistics,27 hours,Pending Verification
SOFA 2026 Pavilion D - Maker Lab,Safety Inspection,Directional signage,Control point,Confirm implementation tracking milestone,Simulated note: field observation added for audit traceability.,Operational audit analyst,Not Started,No,No,2026-04-10T16:39,Safety Review,55 hours,On Track
SOFA 2026 Pavilion E - Retail Corridor,Signal Routing,Floor plan validation,,Resolve urgent requirement before pavilion handoff,Simulated note: field observation added for audit traceability.,Operational audit analyst,Implemented,No,No,2026-04-13T11:32,Safety Review,68 hours,At Risk
SOFA 2026 Pavilion F - Food Court,Signal Routing,Directional signage,Main aisle,Check verification workflow status,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,Not Started,Yes,No,2026-05-20T18:01,Safety Review,49 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Safety Inspection,Table and chair setup,Back wall,Review sparse hierarchy assignment,Simulated note: no production source connected in this public dataset.,Pavilion coordinator,In Progress,Yes,Yes,2026-05-01T13:19,Venue Logistics,58 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Safety Inspection,Cable protection,Back wall,Check verification workflow status,Simulated note: field observation added for audit traceability.,Verification reviewer,In Progress,No,Yes,2026-06-08T01:44,Safety Review,30 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Safety Inspection,Cable protection,,Align role description with owner team,Simulated note: no production source connected in this public dataset.,Logistics support team,Implemented,Yes,No,2026-05-21T17:33,Safety Review,17 hours,Complete
SOFA 2026 Pavilion C - Esports Arena,Safety Inspection,Table and chair setup,Zone marker,Align role description with owner team,Simulated note: verification can proceed after handoff evidence.,Pavilion coordinator,Not Started,No,No,2026-05-27T07:42,Venue Logistics,14 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Safety Inspection,Table and chair setup,,Document operational audit evidence,Simulated note: verification can proceed after handoff evidence.,Logistics support team,In Progress,No,Yes,2026-04-09T21:25,Technical Production,31 hours,Pending Verification
SOFA 2026 Pavilion E - Retail Corridor,Queue Management,Emergency corridor clearance,Storage corner,Confirm implementation tracking milestone,Simulated note: dependency requires module-level review.,Field operations lead,Verified,Yes,No,2026-06-14T08:33,Exhibitor Services,52 hours,Complete
SOFA 2026 Pavilion F - Food Court,,Directional signage,,Validate logistics dashboard record consistency,Simulated note: no production source connected in this public dataset.,Logistics support team,Verified,Yes,No,2026-05-22T16:15,Operations Control,50 hours,Complete
